f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,intent
0.49848413133795577,0.34967279230567416,0.5555546294228574,0.525222164261306,0.33665402847533654,0.3586709144588295,0.43924372559159564,0.4175967867052647,0.513995576622081,0.45660193563736107,0.6877763420708722,0.7234723168432613,0.5273235414199214,0.5632472146952101,0.44014862018863915,0.42745632682886797,0.49622802364273355,0.38334387690811583,0.5572401901777368,0.48796786458055547,0.5348127751848561,0.4397594739318731,0.6143223920154686,0.43276436415182923,0.3734330705484714,0.4404712494975105,0.5505417910144189,0.624940902115402,0.5477869872332432,0.5922190758519412,0.6891999801600885,0.4001113100406872,0.40051988898122765,0.38236142394842454,0.6680214288793078,0.5718278953108697,0.5305297144213298,0.3708379933993959,0.46413052907458824,0.5843068270877633,0.5664935222374398,0.5522773005237478,0.400709644499661,0.545519742380776,0.48891940689703384,0.4605885714845389,0.5232459990788381,0.5309889507635742,0.6468459191277112,0.514757487627561,0.5229800235635043,0.5774201295639811,0.4195845050997746,0.4790020034324627,0.4324163730290336,0.4914266506786602,0.4939235968004123,0.7262819307232392,0.422578610291771,0.535604383873123,0.26330506287613625,0.5490578936129851,0.6024585925496655,0.5496462724717979,0.5519632919224862,0.6524069381321026,0.40977520867298184,0.40902846978575197,0.6179639278601676,0.46113931136885905,0.3721752743302042,0.3784991336734263,0.42493349883978554,0.6200901674710623,0.5187718189521437,0.6012454750706197,0.3547661303147954,0.5134180490111655,0.5203975258820901,0.40812469300679477,0.5017699054093037,0.4171012338582943,0.5094897424612935,0.3955065747131889,0.3819476100708169,0.5244887764118792,0.4366761112616296,0.5513873031379989,0.5749804377407871,0.6115230229751316,0.5588132269347835,0.4553543209655225,0.44647722795155964,0.5041530184729212,0.34009522452688257,0.3010693491460229,0.3722545278459535,0.4116867337467971,0.6658511245490397,0.5032943250280774,0.41952157706812004,0.6155536617011478,0.3912015028020073,0.5442162061485343,0.4224184821785293,0.5397489252576487,0.36854360262176145,0.43338937040655395,0.47666636225880676,0.3191346616535197,0.49032164376160753,0.49730158886492404,0.39674196552194113,0.35068108684852667,0.4193265312035554,0.3736984668240702,0.6297299767368854,0.43781408548864276,0.6053386102093595,0.5679101136687633,0.5429036091998338,0.4593492320543645,0.5035872205577749,0.6529965350710691,0.6699460068117374,0.4863442519935391,0.6340663968248508,0.4199905733708021,"thirsty, water"
0.5522100116987742,0.37719378581444546,0.5683539713548437,0.5253116812206223,0.29298779393588303,0.35646267481332045,0.5243925347980414,0.44060937982469095,0.5218968103768281,0.46533139813363344,0.5957112638697062,0.5953670139628551,0.5092608371350149,0.612728340351374,0.5106730325480622,0.4298954667953416,0.5320107484875755,0.5087701553636298,0.6665127752544893,0.5142997365291998,0.44336090316073556,0.37628647196043497,0.6818112815218462,0.49768451305047673,0.48117438795326983,0.3775573456024674,0.5996028426332439,0.559265423347126,0.4857517269388749,0.5195058599282909,0.7273506203048721,0.4619818382793506,0.4341671678026685,0.41344831377191416,0.5489990733472053,0.6205253548772125,0.5621798528841704,0.2876514302571823,0.4057093652053918,0.5738848998510925,0.5891251166046992,0.5357196977644549,0.3456129401472014,0.5396159064923775,0.5980360916222821,0.4451757894270944,0.6303342784797284,0.5059332937213236,0.564825139015747,0.45411298141369166,0.5121891312512046,0.628131052318802,0.3834171801138187,0.5546484586347671,0.5118333290196051,0.4580665491221446,0.5596825011857213,0.6714437890603545,0.45481629727052864,0.5819992877824126,0.33504031363137976,0.43164030583640867,0.5657545032402432,0.49970705198018456,0.6102401751001686,0.5698021706447345,0.5236898474485222,0.4913082701701063,0.6768298960080554,0.5174083020687708,0.2938293548835457,0.3833236199547419,0.34945441177009806,0.5238020822870627,0.5898039952708926,0.6009252259516616,0.4223282139374092,0.4651681007856515,0.5641981440405467,0.40823733855891975,0.5121205098859122,0.44940787947089705,0.5214602171488276,0.49226428421138907,0.26585156001119103,0.5639155845300711,0.45666144464135655,0.5219439261414034,0.6288851499731511,0.44149120376275724,0.5369833396377233,0.5196967676887254,0.3785904488228875,0.5658256313120356,0.34968438723922995,0.39761795204986145,0.33918285568847006,0.44096350173816234,0.5934010004717957,0.4210959954708523,0.47390378923099585,0.6434399917426928,0.42120633965688836,0.566375122834691,0.3990121053763943,0.49862593743091177,0.4549890068544566,0.4131698883110233,0.5777803622297606,0.40134073506371376,0.5062629529139575,0.48266105936871173,0.45070031402188027,0.3976134740854205,0.5077842535494199,0.5134987586154692,0.5661073202637967,0.5442762178968474,0.6878837141982962,0.5924470922700018,0.3873921662945113,0.4177514488923059,0.6022123864730335,0.6130337859762024,0.5889051468086095,0.6011646401579773,0.5662173120690099,0.3185413338624079,"thirsty, water"
0.4504078111195005,0.3562947748746792,0.5970269498814954,0.62026586377976,0.318710190101044,0.29914375511914987,0.3972788684850963,0.47109342003516086,0.47473108256765434,0.43766489582847257,0.6230374787973464,0.5846912651458289,0.5446097240249143,0.6241846894025567,0.573254169505278,0.37883709056818204,0.527894507716677,0.41395054474994797,0.6288714539015982,0.47532035029014613,0.5075721264320796,0.4186151059638369,0.6163770255009965,0.5260230038943234,0.3575141992309815,0.399963028547439,0.47912164868319385,0.4198636004439926,0.50736003915184,0.5805537952871753,0.6999205567679173,0.469248002458631,0.5032366019283858,0.4850070337885968,0.5581410455212426,0.680576523750559,0.493211587156218,0.3741144411123741,0.3878318608209393,0.4910324531542193,0.5299187244336616,0.536414592426798,0.47362828024006065,0.6092546238649712,0.44255950514522086,0.5415102330858973,0.5351156808369423,0.5460944093006284,0.5613370237728031,0.4152126156565126,0.5753267894474227,0.5328787869434174,0.3275894060957556,0.41454525779978535,0.4202485707363427,0.45750673721041163,0.46302355783051136,0.6659272312375636,0.4315129811271179,0.6628609182355565,0.31457371529520056,0.3926686061591359,0.5696364273390997,0.5420478245310651,0.6268522802081544,0.598503579179116,0.458570616264989,0.47120361543585804,0.6833482161320303,0.5847185939645262,0.3759004244228467,0.3946808082655057,0.46186677927315817,0.5074330227670091,0.5308960922379693,0.567755393009084,0.4729701459392242,0.47418552881020115,0.48308066473128525,0.36541617422841155,0.4898083181062608,0.41087364164636825,0.4490350360110547,0.5586877687216429,0.435715703936461,0.5005926922614767,0.47044518860227547,0.48089550005525245,0.533856473988586,0.5539194000737635,0.5974970667460482,0.4731885273548569,0.5108627454323026,0.4349312676022399,0.33158350972231043,0.48517243908748287,0.37888402589582354,0.4719360425701605,0.5445534315810041,0.4384909492304837,0.4593445848764265,0.6214024507203963,0.42539948305758646,0.5952666247945864,0.36406137253972387,0.5127355060289085,0.4592621447312374,0.48442326277180525,0.5697183770679549,0.3499662366461999,0.528008711577265,0.5705509165064853,0.3490147002195644,0.33861384615522216,0.40767235101518706,0.3722976875822595,0.5914607326261659,0.5469444636509286,0.624203877467852,0.40093926445065275,0.24942380884573095,0.4907527880989999,0.6430204190095467,0.657662971097226,0.5555325102889833,0.5589411163899662,0.568282371472234,0.3662575264328331,"thirsty, water"
0.5354455816262301,0.391696556784898,0.6145854256651497,0.6112887329509241,0.33831278204001614,0.3353634352022302,0.5576748107372559,0.5498225881468414,0.44981240826700053,0.370310824456914,0.6547290143022946,0.5682119942081418,0.5767941393594495,0.590597335102194,0.6195032130387401,0.4206450445519488,0.5497865195743846,0.4823476410005953,0.5697565062585186,0.44795130410512685,0.4590855532440562,0.4545237430917628,0.5439661802583773,0.5164205969256759,0.43022865190280213,0.5221772779878552,0.4335179033103113,0.49721611768119944,0.45694985359789375,0.5017706269825907,0.7265480551424932,0.45039716708905064,0.4361068486454455,0.4106634836062092,0.5717673542885467,0.5624704271749337,0.523947736279465,0.4491176508230214,0.4368037753136811,0.5928859509200333,0.5891463171607773,0.6560690919670729,0.42909432071850506,0.5078619713899432,0.47399220189620395,0.47025572614400946,0.5249192884147652,0.4779196892159223,0.5643573372245859,0.5234726633737748,0.5314690427966066,0.5248520587123684,0.3992936462154315,0.5050035119793173,0.4449803191996196,0.40346640794243016,0.4999071709188216,0.6588928104977448,0.34101052545992333,0.5934288226599278,0.3448148134421386,0.42152675767703485,0.5257674761523727,0.48588110887303837,0.6379319629798941,0.641732222772964,0.452501626060008,0.47193753762549695,0.4653014898357216,0.42305218449857185,0.35774242165860126,0.333064627528309,0.44377459553137183,0.6495809009427761,0.4554118376355914,0.5271753652025172,0.4690471537818431,0.5964097765326525,0.5014403237697386,0.48151715214332325,0.6367424662963966,0.35121944848437153,0.39964115500120123,0.4406458802771252,0.3543866147983255,0.5893273124662404,0.46514275197076954,0.4125013088906623,0.5738451860356314,0.5157761732352119,0.6302608717443405,0.45877207472721165,0.4258394046404729,0.5190847594495867,0.36941288072104383,0.37769372095450143,0.2834501728953194,0.4271770392362644,0.48826202008862374,0.4212159000434071,0.39099702282610804,0.6522389371557598,0.4240436576784888,0.5096198243336826,0.44232923882313224,0.4915384702970746,0.374298954439297,0.538655634860997,0.5619981926672524,0.32887334137931185,0.5568880367385157,0.49279026352679706,0.46414181910031704,0.32872159720291827,0.4866310346605765,0.5151828610837869,0.47123831850984876,0.3815461980058698,0.7407247388826863,0.6035308348830477,0.37738678746534693,0.42108566146462234,0.5064754695873793,0.6216076100320103,0.574014932540345,0.48001770381885855,0.6753083462457801,0.4073490633320192,"thirsty, water"
0.45575142698447785,0.4309614259606948,0.6776793686779403,0.6026544882609745,0.288030223031191,0.3626818885933921,0.5435468786651566,0.38184216049028086,0.5065394193984363,0.39517240976950146,0.6803310481340852,0.569070556852647,0.5899974503120976,0.5575370858077029,0.5761138925653442,0.4300407669012376,0.49342271601501075,0.4129815456489471,0.6484709719723072,0.4788178236870447,0.39691563118698575,0.43102890423573353,0.5771329791277774,0.4674300048599257,0.45308782929943325,0.3795040341504012,0.472448001589301,0.5606477482126841,0.5151373263511149,0.41484488320975993,0.7534069619174528,0.4729769861252504,0.4130819858910221,0.3527812166223001,0.6033883370732664,0.6303647604001106,0.6077353683687162,0.4369937822399941,0.4369370354939768,0.5567128822770419,0.6151642104803838,0.5855696868929272,0.4960352796993903,0.49714998637480773,0.4898982072668747,0.4979137011273023,0.6266829638537684,0.5972782768923048,0.5449493316497245,0.4855192205592346,0.5446158010624884,0.5508407475832089,0.40188710067142785,0.35544401383331753,0.4116274822248757,0.39699139847759346,0.35646797425802434,0.6013122089049994,0.3676590826383794,0.5867726027332065,0.3873613174214327,0.4542584644418874,0.46473462049694286,0.5557745060752514,0.6235813390513529,0.5305367827142472,0.4195987485790838,0.48169226869725446,0.5747207823391753,0.5132438020473122,0.37174902807644294,0.4217544610041303,0.35630086569780683,0.5491118418659631,0.5037080728888986,0.5082539892015703,0.3791008379729121,0.5501414208714045,0.5450114202858348,0.4179513319456097,0.5408685769095746,0.4902083487608,0.3496577230748967,0.38699427610500076,0.33427171334633266,0.6217561914145746,0.46718911512569244,0.5396152738958301,0.4910666199342793,0.4886763238394681,0.5889291967334142,0.49306516809582995,0.48510710973879095,0.48264462936293745,0.3451737429269284,0.3631947070029467,0.40661840821880607,0.4406257313370754,0.4589838229527552,0.2970886666969511,0.5122710144786364,0.6893090844417034,0.4133424519181905,0.4807597865194272,0.41158997304937234,0.5259981555307635,0.4948775206306576,0.4919115710150163,0.5654449789164547,0.28261142660152194,0.5440149289381184,0.508810325038965,0.38983160914387976,0.4578319971043188,0.5964713708749935,0.5038531632713912,0.47722510124501405,0.5449361807672083,0.6921592096069866,0.4981917184629002,0.46013351409000236,0.5496961206386954,0.5590003802123933,0.6677640716926542,0.6005506949915631,0.4465065494292418,0.650511342992484,0.35331409662525864,"thirsty, water"
0.46647966009344216,0.48009242034099164,0.6614948866249309,0.662017501653902,0.31765715197741007,0.437313305361401,0.5133866993468198,0.4785156046105307,0.44364631572647195,0.434545172467584,0.5909590939075038,0.5126465877011717,0.5040432141652917,0.6087376425039629,0.6366289925574367,0.4587814201373467,0.5374473503628232,0.41655110540715423,0.5900556490359371,0.48486170966159736,0.4273924037760596,0.4243544516792594,0.5849492210347773,0.42203127484696246,0.482728308511066,0.4843498779478388,0.46389554298693103,0.5304101745616515,0.591058330454595,0.5960432872456043,0.7654566022313081,0.4613041587066114,0.4065234606943887,0.3644377858073092,0.5788281874950675,0.6318612309903473,0.5529718098147658,0.47098333482085136,0.4109404456043174,0.5028489848394266,0.5583700872697993,0.5651769865710458,0.42334486700166035,0.4943214269027892,0.5243128216625678,0.4966709726023708,0.5557395736085503,0.5379321965926402,0.5477917273007292,0.5189631263978067,0.5425721410116046,0.5061573725292753,0.3302223618211627,0.539921725360093,0.39485875893400607,0.33027949272713925,0.37939351721520603,0.650949628452273,0.41496275233231067,0.590947292687892,0.3924225142848446,0.3328697753462756,0.5360720002320417,0.6366941432261065,0.5147336197346998,0.5603443979304977,0.4274828969137252,0.40904751842966686,0.5694844878745634,0.5522438316960637,0.4643007014405838,0.36987431734764453,0.5033077821030624,0.5514948982546076,0.6019271249421105,0.5643836029241022,0.4638276266686538,0.5341276927398132,0.7215017233651104,0.5116296247702157,0.510314297258168,0.4822572994071278,0.44560298848927576,0.4373387014551066,0.4258461034357016,0.5502515274671158,0.46698856170531794,0.5019486729660333,0.5649038222208626,0.5659014124748019,0.4696901642620078,0.5234800849795344,0.40856919780406964,0.4199132221313895,0.3283459944112629,0.3594878029234139,0.33305473053594575,0.44182691012325054,0.4728686643537984,0.38910490702536593,0.432940037849411,0.6275934662616396,0.4783168171262194,0.5233569093655314,0.4428523658718237,0.482606362629972,0.31040048184334634,0.36816712039009225,0.583414849099274,0.31621959179144743,0.5382713586758541,0.5223744374067169,0.4518629964058296,0.4027766950535695,0.451657705725509,0.38845214944858003,0.4686014282411013,0.5166310479107796,0.7224252580644138,0.45449746534072205,0.2725652585298308,0.4327279203651129,0.4803478322573759,0.608032313149283,0.5630916932287215,0.5376161620639968,0.6307429725808339,0.43359067509488525,"thirsty, water"
0.49667084269137474,0.3528856914021733,0.5989888965066689,0.5172743681428155,0.3243810664006164,0.37490970850008154,0.5054119158208201,0.5477895461231048,0.46720951198483524,0.517710515768846,0.5766682250248779,0.5139283712943834,0.5100990488058629,0.5589118606808648,0.5091631418345296,0.43392241871245074,0.5646541828407561,0.3730033549043872,0.6372152873830472,0.5528827968024315,0.5533288514736385,0.45837771591589194,0.690425569471688,0.3905071303944169,0.44127189035226616,0.4214363821350057,0.5591922116117045,0.507971945476571,0.5329653690621122,0.6371908443109908,0.7056787702660272,0.4800481142210491,0.4371622605966345,0.4224083915730539,0.5618987762793531,0.6353134325707471,0.5468706310118714,0.49835405218391365,0.4330328825263344,0.5945366230842501,0.5167821916610659,0.5499215897097385,0.48046350251531,0.5665145642275297,0.5222490675538254,0.5661885576512989,0.61168121324451,0.5823748677904343,0.582359314155045,0.4889729911703374,0.5457040027156496,0.41659910379121523,0.3734287048336858,0.2856122371035307,0.36678956420044956,0.458700645222715,0.4963622417406714,0.591372692116443,0.37781178633672874,0.6653548848898547,0.30751151625978573,0.5786575126215718,0.5161793138516833,0.5790240419799912,0.651966377904216,0.5858860793296634,0.41501029374061615,0.4482784481488288,0.5840170513162108,0.41263248490176024,0.3596397640991666,0.3495616738997801,0.45427265925921056,0.5514466681146392,0.500102786149678,0.563739438875648,0.4684308362866549,0.5466946790921604,0.5125734279632647,0.4169859643969126,0.6009114845258677,0.41319056228309836,0.39285251071364913,0.4840168460693223,0.4035845257427304,0.4721614852157228,0.46453385175290796,0.5380285664941874,0.566793988475904,0.5762521917910641,0.4963250559927411,0.5067034592988674,0.44253918082206234,0.4678886709731278,0.37479433707518334,0.42925247829140273,0.45744854149457775,0.4660157108151471,0.5344907135908346,0.42708810261531105,0.5005248881852732,0.6359817272435797,0.47091181228943463,0.6149392134405177,0.40367409969771567,0.4429918973945539,0.3842741412171489,0.49779221129663087,0.5841804783057373,0.344278456524182,0.5769463264646952,0.5050314870883472,0.47839741261181085,0.37433634473407423,0.445472296425813,0.519165968652932,0.49823038394762464,0.4194304473930851,0.6079257036527764,0.4250121792187815,0.4002589166706902,0.5042350382183197,0.5051580700151468,0.6669038557981677,0.600504892651093,0.5514894994471653,0.6668217119883909,0.4119304279678268,"thirsty, water"
0.425074040886571,0.3777796767627274,0.46603461635617205,0.5958594679790112,0.30466483252339904,0.4220586630532522,0.5721657599527845,0.4785144931782601,0.4733018303797261,0.4389536628699289,0.5615439156200672,0.5777095609707275,0.55590988560416,0.5848355533973321,0.5870348661873297,0.4479408221462913,0.4891354875517088,0.4528064463279701,0.6227733473993025,0.5001037032700076,0.44339759074409135,0.38894674463082735,0.5953710050222519,0.5116767749577178,0.4093859594136194,0.48666225738217056,0.4911431421114153,0.5263409772144655,0.5467556488882993,0.6653386075537342,0.6452989773110277,0.5329592266860451,0.45626784779221025,0.4391813230760104,0.5675153379269597,0.6351335701818508,0.4809209990164116,0.4886868613766201,0.3947283212196399,0.6216710073914324,0.5421070611096931,0.5513028345104551,0.3798509016566196,0.545967318324048,0.5839248787603996,0.5180010506818586,0.5772985928596235,0.46662870672407186,0.556426723629574,0.4271181939628127,0.48326804053305705,0.5744681248893108,0.42023507790150316,0.608493421425745,0.4236334803171754,0.5078772230079378,0.484673398897414,0.6419317487861208,0.43504661101698333,0.5999236596431461,0.3372328091190305,0.44609483886008905,0.44636982352055804,0.48144097300982375,0.6037849021433469,0.5654997190157068,0.43532304779234793,0.45419010206970095,0.6255442007714968,0.4898877646631584,0.3396286208341594,0.44798592638209944,0.48701404654892044,0.574443907171519,0.562925749174261,0.6311465352474673,0.5137797011865722,0.5465589279633026,0.5924763917504778,0.4950483746953013,0.49081064002838903,0.4688435637363142,0.39590391678716513,0.42209623784391437,0.44559428883150043,0.5907082562132681,0.5274296804640207,0.4876656926884041,0.4904622238267525,0.5326312577494773,0.5716400757593073,0.4941008873660581,0.5143541927334198,0.47396465765918777,0.34886828019434324,0.3058573952859609,0.3902459026667504,0.40043074474913365,0.5024867557581179,0.39766062635525123,0.45297495727029996,0.6164150733117518,0.5529406650072416,0.5688292567313147,0.3944434264901454,0.3745836963327299,0.36028742690996796,0.45294302118712615,0.5497381799369073,0.39635333734965494,0.5351954755847748,0.5881957726991404,0.44367023613283896,0.3572556063822333,0.5027731283857619,0.44724054167469274,0.6092073712879634,0.38620467821478344,0.5601006019101575,0.4489058956998919,0.398376644834692,0.5524327847338323,0.5456540282985503,0.6167064618800152,0.6344633092535459,0.5871968760725875,0.6555331806855345,0.42925657319205696,"thirsty, water"
0.5441039711470497,0.3679274380368062,0.609935961530646,0.5995871277680553,0.30496347347234065,0.4434297279232469,0.3902404338897242,0.39749153225766326,0.4389663629308526,0.3965325748642017,0.5752093889979814,0.5024129111542425,0.45734516814058024,0.5696820367706248,0.6696221388289992,0.5041578510990335,0.5162876075240174,0.3859325754017601,0.5303848302713124,0.3996008882401114,0.4756697543250477,0.38201444639740456,0.6180116072843025,0.4045367593409459,0.41906849486817643,0.4722179997163186,0.5715413984445318,0.5574180043735086,0.47524881195174695,0.5858163868075664,0.6741541752569535,0.49100139409190374,0.4482437932619366,0.3498033522213148,0.5457880570284902,0.6311654163752775,0.5192535232582425,0.40893495743152625,0.4941408229609287,0.6154348173317981,0.5614927113003566,0.5918215174373667,0.5301387035305399,0.6212403623458234,0.45026858687294796,0.4755422041150438,0.6613888171315115,0.46944550233558635,0.5017642996426055,0.48244820041393677,0.5499232753427277,0.5580089872532992,0.32175623699415373,0.4343222552780444,0.417345881350085,0.3921367337427186,0.5865674187411347,0.6643696846827173,0.45775484115091264,0.5723739620532019,0.3224151889791171,0.43083379793290477,0.38368988976454044,0.4897217692935345,0.4805917239802658,0.46684553462241213,0.4053595440602511,0.5200126047026248,0.5835757797404977,0.5453977556278973,0.39298049651125155,0.4257992198854099,0.3630099216346101,0.57591362211501,0.5506782853107738,0.5402161707950921,0.48525175389715486,0.544163357036413,0.5350814083402295,0.4129269244144264,0.4864711071608276,0.438132682989408,0.4800451087829586,0.4221999190772714,0.38174530250740096,0.5772240998854824,0.4839693017129927,0.5788434178788932,0.611923707500493,0.4945885459651672,0.6507178213741798,0.4636026263212719,0.509913809418306,0.4954275102119145,0.31065908768134864,0.26490390976894457,0.3591518132537424,0.32230615547457137,0.5883423844644824,0.48529172732095627,0.4223381951312265,0.6450213669045701,0.42810402679345866,0.5423273203398692,0.44536296719228086,0.4775293311210664,0.4919801966054924,0.44198506847479774,0.633997630369464,0.3321386283286542,0.5832312648417973,0.5014156773667304,0.4381070625527414,0.3496192705962078,0.4654100950290976,0.4801548058227074,0.5557800714143887,0.5318629492976227,0.7370261718279738,0.5485316773145128,0.37890301624535677,0.5365801794173405,0.49081963393426586,0.6370865233297714,0.5535236521355146,0.6166906213717536,0.6645151966391044,0.3702222381624938,"thirsty, water"
0.590152636568262,0.28747081888617987,0.47433998983738124,0.6338484044001101,0.3079199035404847,0.3823043643268062,0.4464642351508011,0.4672140552231234,0.5984953547696382,0.4559055882324351,0.5964251247434235,0.5558264980376479,0.4868744271626519,0.5062642262368023,0.5596329552712627,0.45634490913576886,0.4580941120497191,0.37104089530175927,0.5299717985190561,0.44673984916093656,0.48418784498656897,0.3276869378101821,0.6529676557852562,0.522239805289804,0.4446120883818437,0.34075121945194997,0.5034099872552155,0.5981895031415427,0.4023735471231702,0.5257059296911123,0.6551647211636832,0.49958701344078027,0.4150200294856732,0.4388204282119928,0.5898709632160042,0.7047085212585902,0.478458157050744,0.43478657078487776,0.34329910447450424,0.6245799569471573,0.536299974716776,0.5262777186261323,0.43233663952867,0.44507191503967947,0.5231070823605197,0.5702421733191518,0.6017895689696836,0.44291467666853196,0.5617008915907065,0.5438593520978636,0.43501250157070304,0.5093905218929683,0.39811159821850933,0.4815376500741342,0.4735613136770581,0.5290869555568314,0.49591341380264176,0.6823885316450985,0.548954164791592,0.5861376075546235,0.2918188846574948,0.48790131691377914,0.5382248579799453,0.5322864635386174,0.5195028070015432,0.6948269446244963,0.4814696662945574,0.4171505516634395,0.6315941032396953,0.4754123099337718,0.3597872953503162,0.4147849221953766,0.34346065798825437,0.567347434601235,0.6098903139936441,0.5923574185166424,0.43846413017717334,0.49049870508625937,0.5420420407294783,0.4563672121255871,0.5267871971178276,0.4796229779470632,0.37703416018304364,0.5049262131207738,0.361431709183968,0.5675446373633267,0.39671037046968444,0.5676809652152406,0.6103564138991845,0.5926326438904981,0.4908007721076016,0.5316075051023603,0.4779129231773701,0.41176461655273167,0.3300516874156562,0.37351547720935435,0.39553380245571734,0.4091383855872946,0.5545389935147127,0.4831326640766487,0.523485440091595,0.4865700820894694,0.4485016751519733,0.5655190054695111,0.3190333033626637,0.4841653971248526,0.4674356831294672,0.41176829943041426,0.6008508606802331,0.2814767838159432,0.5098467631706018,0.5976432419417295,0.4134571134247293,0.37850483901168575,0.4136520449683376,0.5401666071633637,0.5534002434507954,0.4930602224198312,0.6889552146320863,0.40557346580530707,0.4567767878254464,0.5017283247208101,0.5117961926447547,0.6113359767757695,0.5544785544541786,0.5704206364963714,0.6591256316271674,0.4137111016378669,"thirsty, water"
